"y_on_time_b","on_time_a","planned_dur_a","planned_dur_b","planned_layover_sec","ampeak_a","pmpeak_a","route_pair"
1,1,600,1140,0,0,0,"44_0_44_1"
1,1,1620,1860,0,0,0,"50_0_50_1"
1,1,1860,600,780,0,0,"50_1_44_0"
1,1,600,1140,0,0,0,"44_0_44_1"
1,1,1140,2220,360,0,0,"44_1_15_1"
1,1,2220,1620,420,0,1,"15_1_3_0"
1,1,1800,1860,0,0,1,"50_0_50_1"
1,1,1860,1980,300,0,1,"50_1_59_0"
1,1,1200,2040,300,0,1,"670_0_41_1"
1,1,2040,960,840,0,1,"41_1_31_0"
1,1,960,900,120,0,1,"31_0_31_1"
1,1,900,1800,720,0,1,"31_1_50_0"
1,1,1800,1860,0,0,1,"50_0_50_1"
1,1,1860,540,600,0,0,"50_1_44_0"
1,1,540,1080,0,0,0,"44_0_44_1"
1,1,840,1740,300,0,0,"31_1_41_1"
1,1,1740,1620,540,0,0,"41_1_60_0"
1,1,1620,1500,300,0,0,"60_0_60_1"
1,1,840,840,120,0,0,"31_0_31_1"
1,1,1620,1860,0,0,0,"50_0_50_1"
1,1,1860,540,720,0,0,"50_1_44_0"
1,1,540,1080,0,0,0,"44_0_44_1"
1,1,1320,600,0,0,1,"33_0_33_1"
1,1,600,1800,420,0,1,"33_1_50_0"
1,1,1800,1860,0,0,1,"50_0_50_1"
1,1,1500,1860,0,0,0,"5_0_5_1"
1,1,1860,1620,420,0,0,"5_1_50_0"
1,1,1620,1860,0,0,0,"50_0_50_1"
1,1,2040,1740,780,0,1,"54_1_54_0"
1,1,1740,1680,300,0,1,"54_0_54_1"
1,1,1680,3180,600,0,1,"54_1_88_0"
1,1,720,1260,0,1,0,"33_0_33_1"
1,1,1260,780,420,1,0,"33_1_46_0"
1,1,780,1320,0,0,0,"46_0_46_1"
0,1,2400,1380,0,0,1,"55_0_55_1"
1,1,1680,900,420,1,0,"59_1_59_0"
1,1,900,1800,0,1,0,"59_0_59_1"
1,1,1800,900,300,1,0,"59_1_59_0"
0,1,900,1800,0,1,0,"59_0_59_1"
1,1,720,1980,660,0,1,"674_0_59_0"
1,1,1980,1020,0,0,1,"59_0_59_1"
1,1,1020,1320,360,0,1,"59_1_33_0"
1,1,1320,600,0,0,1,"33_0_33_1"
1,1,600,1800,420,0,1,"33_1_59_0"
1,1,1560,1260,420,0,1,"30_1_33_0"
1,1,2400,2700,240,1,0,"160_0_160_1"
1,1,2700,1680,600,1,0,"160_1_60_0"
1,1,1680,1860,120,1,0,"60_0_60_1"
1,1,1860,1800,360,1,0,"60_1_43_1"
1,1,1800,1680,540,1,0,"43_1_60_0"
1,1,1680,1680,120,0,0,"60_0_60_1"
1,1,1680,1680,300,0,0,"60_1_13_1"
0,1,1680,1800,540,0,0,"13_1_16_0"
1,0,1800,1620,0,0,0,"16_0_16_1"
1,1,1620,1980,480,0,0,"16_1_15_0"
1,1,1560,1680,480,1,0,"42_1_60_0"
1,1,1680,1860,720,1,0,"60_0_60_1"
1,1,1860,1740,720,1,0,"60_1_60_0"
1,1,1740,1680,120,1,0,"60_0_60_1"
1,1,1980,1680,360,0,0,"15_0_47_0"
1,1,1680,1620,300,0,0,"47_0_47_1"
1,1,1620,1740,360,0,0,"47_1_60_0"
1,1,1740,1740,120,0,0,"60_0_60_1"
1,1,1920,1800,480,0,1,"60_0_60_1"
1,1,1800,1800,420,0,1,"60_1_50_0"
1,1,1800,1860,0,0,1,"50_0_50_1"
1,1,1860,1860,300,0,1,"50_1_47_0"
1,1,1860,1620,480,0,1,"47_0_47_1"
1,1,600,1140,0,0,0,"44_0_44_1"
1,1,1140,900,300,0,0,"44_1_31_0"
1,1,900,900,120,0,0,"31_0_31_1"
1,1,900,1740,600,0,0,"31_1_60_0"
1,1,1740,1680,120,0,0,"60_0_60_1"
0,0,1920,1800,120,0,0,"60_0_60_1"
0,0,1800,1860,360,0,1,"60_1_13_1"
0,0,1860,1860,0,0,1,"13_1_13_1"
1,0,1860,1440,600,0,1,"13_1_410_0"
1,1,1440,1740,0,0,1,"410_0_410_1"
0,1,1740,2160,540,0,1,"410_1_15_0"
1,0,2160,1680,840,0,1,"15_0_60_0"
0,1,1680,1620,120,0,0,"60_0_60_1"
1,0,1620,540,720,0,0,"60_1_44_0"
0,1,540,1080,0,0,0,"44_0_44_1"
0,0,1620,1860,0,0,0,"50_0_50_1"
1,1,2100,1800,120,0,1,"60_0_60_1"
1,1,1800,1620,660,0,1,"60_0_60_1"
1,1,1620,960,300,0,0,"60_1_31_0"
1,1,960,840,120,0,0,"31_0_31_1"
1,1,840,1680,780,0,0,"31_1_60_0"
1,1,1680,1620,180,0,0,"60_0_60_1"
1,1,1620,540,720,0,0,"60_1_44_0"
1,1,540,1080,0,0,0,"44_0_44_1"
1,1,1080,1740,480,0,0,"44_1_43_1"
1,1,1740,1680,480,0,0,"43_1_41_1"
1,1,2040,1800,120,0,1,"60_0_60_1"
1,1,1800,1920,420,0,1,"60_1_15_1"
1,1,1860,1800,540,0,0,"15_0_15_1"
1,1,1800,1140,300,0,0,"15_1_71_0"
1,1,1140,1320,0,0,0,"71_0_71_1"
1,1,1320,1500,660,0,0,"71_1_54_0"
1,1,1620,1500,600,0,0,"60_0_60_1"
1,1,1500,720,360,0,0,"60_1_49_0"
0,1,720,1140,0,0,0,"49_0_49_1"
1,1,1920,1260,420,1,0,"1_1_71_0"
1,1,1260,1620,0,1,0,"71_0_71_1"
1,1,1800,1500,420,1,0,"3_1_73_0"
1,1,1500,1860,120,1,0,"73_0_73_1"
1,1,1860,1680,420,1,0,"73_1_73_0"
1,1,1680,1920,120,1,0,"73_0_73_1"
0,1,540,2940,0,0,1,"83_0_83_1"
0,0,2940,1860,420,0,1,"83_1_73_0"
1,0,1860,3000,660,0,1,"73_0_77_0"
1,1,1740,1500,120,0,0,"73_0_73_1"
1,1,780,1140,0,0,0,"49_0_49_1"
1,1,2400,1860,540,0,0,"160_1_13_1"
1,1,1860,960,660,1,0,"13_1_74_0"
1,1,960,1800,0,1,0,"74_0_74_1"
1,1,1800,1080,480,1,0,"74_1_74_0"
1,1,1080,1800,0,1,0,"74_0_74_1"
1,1,1800,2100,480,1,0,"74_1_98_0"
1,1,2100,2100,0,0,0,"98_0_98_0"
1,1,1620,1500,540,0,0,"6_1_20_0"
1,1,1500,2160,0,0,0,"20_0_20_1"
1,1,2160,2040,420,1,0,"20_1_76_0"
1,1,2040,1920,0,1,0,"76_0_76_1"
1,1,2460,2100,420,1,0,"421_1_76_0"
1,1,2100,1740,0,1,0,"76_0_76_1"
0,1,2160,1560,0,0,1,"76_0_76_1"
0,0,1560,1920,480,0,1,"76_1_1_0"
1,1,2040,1500,600,1,0,"9_1_80_0"
1,1,1500,1800,120,1,0,"80_0_80_1"
1,1,2460,1560,420,1,0,"14_1_99_0"
1,1,1560,3300,0,1,0,"99_0_99_1"
1,1,1500,1620,120,0,0,"80_0_80_1"
1,1,1620,1500,420,0,0,"80_1_80_0"
1,1,1500,1620,60,0,0,"80_0_80_1"
1,1,1620,1500,420,0,0,"80_1_80_0"
1,1,1500,1620,60,0,0,"80_0_80_1"
0,1,1560,1680,120,0,1,"80_0_80_1"
0,0,1680,2520,420,0,1,"80_1_14_0"
1,1,2400,1560,420,0,0,"8_1_16_0"
1,1,1560,1560,0,0,0,"16_0_16_1"
1,1,1560,1380,720,1,0,"16_1_81_0"
1,1,1380,2820,0,1,0,"81_0_81_1"
1,1,1680,1020,480,0,0,"1_1_71_0"
1,1,1020,1500,0,1,0,"71_0_71_1"
1,1,1500,1440,540,1,0,"71_1_81_0"
1,1,1440,2820,0,1,0,"81_0_81_1"
1,1,1680,3780,420,1,0,"1_1_4_1"
1,1,3780,2100,360,1,0,"4_1_32_0"
1,1,2100,2640,360,1,0,"32_0_32_1"
1,1,2640,3480,540,1,0,"32_1_4_0"
1,1,3480,1740,480,0,0,"4_0_54_0"
0,1,1740,1740,300,0,0,"54_0_54_1"
1,0,1740,3240,420,0,0,"54_1_88_0"
1,1,3240,3120,600,0,0,"88_0_88_1"
1,1,3120,3780,720,0,0,"88_1_8_0"
0,1,3780,3720,480,0,0,"8_0_8_1"
1,0,3720,3600,420,0,0,"8_1_88_0"
1,1,3000,3240,420,1,0,"88_1_88_0"
1,1,3420,2100,480,1,0,"88_1_28_0"
1,1,2100,2100,0,1,0,"28_0_28_0"
1,1,2100,2100,240,1,0,"28_0_28_1"
1,1,3420,3240,480,1,0,"88_1_88_0"
1,1,3480,3060,420,1,0,"8_1_88_0"
1,1,3060,3120,720,1,0,"88_0_88_1"
1,1,3060,3120,780,0,0,"88_0_88_1"
1,1,3120,1860,300,0,0,"88_1_1_0"
1,1,1860,1800,0,0,0,"1_0_1_1"
1,1,1800,1500,420,0,0,"1_1_428_0"
1,1,1500,1680,120,0,0,"428_0_428_1"
1,1,1800,1860,420,0,0,"13_0_13_1"
1,1,1860,2040,540,0,1,"13_1_1_0"
1,1,2040,540,600,0,0,"15_1_83_0"
1,1,540,2820,0,0,0,"83_0_83_1"
0,1,3840,3420,360,0,0,"88_0_88_1"
1,1,3180,1500,480,0,0,"88_1_3_0"
1,1,1500,480,0,0,1,"3_0_3_1"
1,1,540,2820,0,0,0,"83_0_83_1"
0,1,2820,1860,420,0,0,"83_1_73_0"
0,0,1860,1740,120,0,1,"73_0_73_1"
1,0,1740,1920,780,0,1,"73_1_73_0"
1,1,1920,1620,120,0,1,"73_0_73_1"
1,1,1620,3180,660,0,1,"73_1_88_0"
1,1,3180,2820,360,0,0,"88_0_88_1"
0,1,2820,2880,360,0,0,"88_1_88_0"
1,1,3840,3420,360,0,1,"88_0_88_1"
1,1,3420,3180,480,0,1,"88_1_8_0"
1,1,2040,3300,660,0,1,"6_1_88_0"
1,1,3300,2820,720,0,1,"88_0_88_1"
1,1,2820,3060,480,0,0,"88_1_88_0"
1,1,2640,2880,540,0,0,"88_1_88_0"
1,1,1560,1620,360,0,0,"42_1_13_1"
1,1,1200,1200,600,1,0,"93_1_93_1"
1,1,1200,1260,540,1,0,"93_1_93_1"
1,1,2460,2100,420,0,1,"98_1_9_0"
1,1,1380,1980,0,1,0,"19_0_19_1"
1,1,1560,3300,0,1,0,"99_0_99_1"
1,1,3300,1800,480,1,0,"99_1_16_0"
1,1,1800,1620,0,0,0,"16_0_16_1"
1,1,1620,1980,480,0,0,"16_1_15_0"
1,1,1860,1620,360,1,0,"1_1_99_0"
1,1,1620,3300,0,0,0,"99_0_99_1"
1,1,3300,1680,480,0,0,"99_1_23_0"
1,1,1680,1920,120,0,0,"23_0_23_1"
1,1,1920,1380,480,0,0,"23_1_81_0"
1,1,1380,2820,0,0,0,"81_0_81_1"
1,1,2820,1620,600,0,0,"81_1_99_0"
1,1,1620,3360,0,0,0,"99_0_99_1"
1,1,3360,2160,720,0,0,"99_1_501_0"
1,1,2160,1620,720,0,0,"501_0_50_0"
1,1,1620,1860,0,0,1,"50_0_50_1"
1,1,1860,1800,360,0,1,"50_1_42_0"
1,1,1740,1680,420,1,0,"19_1_120_0"
1,1,1680,1500,300,1,0,"120_0_120_1"
1,1,1500,1920,420,1,0,"120_1_6_0"
1,1,1260,1680,480,1,0,"75_1_120_0"
1,1,1680,1500,300,1,0,"120_0_120_1"
1,1,3600,3960,360,1,0,"123_0_123_1"
1,1,2280,1920,420,1,0,"20_1_20_0"
1,1,1920,2100,0,1,0,"20_0_20_1"
1,1,2100,3660,420,1,0,"20_1_123_0"
1,1,3660,3480,360,0,0,"123_0_123_1"
1,1,2700,2460,360,1,0,"32_1_14_1"
1,1,3960,3480,240,1,0,"123_0_123_1"
1,1,3480,1620,840,0,0,"123_1_13_0"
1,1,1620,1560,300,0,0,"13_0_5_0"
1,1,1560,1980,0,0,0,"5_0_5_1"
1,1,1260,1860,0,1,0,"3_0_3_1"
1,1,1980,2400,660,1,0,"3_1_14_0"
1,1,2520,3660,360,0,0,"14_1_123_0"
1,1,3660,3720,240,0,0,"123_0_123_1"
1,1,3720,1140,360,0,0,"123_1_75_0"
1,1,1140,1080,0,0,0,"75_0_75_1"
1,1,3360,1980,420,0,1,"88_1_161_0"
1,1,1980,2100,300,0,1,"161_0_161_1"
1,1,2100,2820,420,0,1,"161_1_161_0"
1,1,3540,3480,240,0,0,"123_0_123_1"
1,1,3480,1860,300,0,0,"123_1_15_0"
1,1,1860,1800,540,0,0,"15_0_15_1"
1,1,1800,1140,300,0,0,"15_1_71_0"
1,1,1140,1320,0,0,0,"71_0_71_1"
1,1,1320,2040,480,0,0,"71_1_25_0"
1,1,1980,1200,420,0,0,"25_1_3_0"
1,1,3540,3480,240,0,0,"123_0_123_1"
1,1,3480,1500,720,0,0,"123_1_54_0"
1,1,1500,1560,300,0,0,"54_0_54_1"
1,1,1500,1500,480,0,0,"13_0_13_1"
1,1,1500,1740,540,0,0,"13_1_73_0"
1,1,1740,1440,120,0,0,"73_0_73_1"
1,1,1440,1500,300,0,0,"73_1_73_0"
1,1,1500,1440,120,0,0,"73_0_73_1"
1,1,1440,1620,420,0,0,"73_1_6_0"
1,1,1920,2460,360,1,0,"132_0_132_1"
0,1,2460,1920,300,1,0,"132_1_132_0"
1,0,1920,2040,120,1,0,"132_0_132_1"
1,1,2100,1560,480,1,0,"132_1_38_0"
1,1,1920,1980,120,0,0,"132_0_132_1"
1,1,1980,3480,660,0,0,"132_1_4_0"
1,1,3480,1920,840,0,0,"4_0_76_0"
0,1,1920,1560,0,0,0,"76_0_76_1"
1,0,1560,2040,360,0,0,"76_1_76_0"
1,1,2040,1680,0,0,0,"76_0_76_1"
1,1,1680,4260,480,0,0,"76_1_4_1"
1,1,4260,2280,360,0,1,"4_1_132_0"
1,1,2280,1980,120,0,1,"132_0_132_1"
1,1,1980,2040,480,0,1,"132_1_132_0"
1,1,2160,2400,120,0,1,"132_0_132_1"
1,1,2400,2460,360,0,1,"132_1_32_0"
1,1,2460,2640,240,0,1,"32_0_32_1"
1,1,2640,2040,420,0,1,"32_1_132_0"
1,1,1260,2400,540,1,0,"37_1_160_0"
1,1,2400,2700,240,1,0,"160_0_160_1"
1,1,1680,1620,300,1,0,"47_0_47_1"
1,1,1620,2580,840,0,0,"47_1_160_0"
1,1,2460,1560,420,0,0,"160_1_38_1"
1,1,1560,1620,600,0,0,"38_1_38_0"
1,1,780,1260,0,0,0,"49_0_49_1"
1,1,1260,1860,420,0,0,"49_1_43_1"
1,1,1860,1860,540,0,0,"43_1_41_1"
1,1,1860,2700,660,0,0,"41_1_160_0"
1,1,2460,1260,300,0,0,"160_1_33_0"
1,1,1260,600,0,0,1,"33_0_33_1"
1,1,600,3120,300,0,1,"33_1_160_0"
1,1,3120,2640,240,0,1,"160_0_160_1"
1,1,2460,1620,300,0,0,"160_1_38_1"
1,1,1620,1740,360,0,0,"38_1_38_0"
1,1,1500,1500,420,0,0,"42_0_42_1"
1,1,1500,900,360,0,0,"42_1_31_0"
1,1,900,900,120,0,0,"31_0_31_1"
1,1,900,1620,660,0,0,"31_1_5_0"
1,1,1620,1980,0,0,0,"5_0_5_1"
1,1,1980,2940,300,0,0,"5_1_160_0"
1,1,2940,2640,240,0,0,"160_0_160_1"
1,1,2640,960,300,0,1,"160_1_31_0"
1,1,960,900,120,0,1,"31_0_31_1"
1,1,900,2940,300,0,1,"31_1_160_0"
1,1,2940,2520,240,0,1,"160_0_160_1"
1,1,2520,1680,360,0,1,"160_1_38_1"
1,1,1680,1680,600,0,0,"38_1_38_0"
1,1,1680,900,360,0,0,"38_0_31_0"
1,1,900,840,120,0,0,"31_0_31_1"
1,1,840,1500,660,0,0,"31_1_5_0"
1,1,1500,1860,0,0,0,"5_0_5_1"
1,1,1860,1620,420,0,0,"5_1_50_0"
1,1,1620,1860,0,0,0,"50_0_50_1"
1,1,1860,1320,720,0,0,"50_1_42_0"
1,1,1320,1260,480,0,0,"42_0_42_1"
1,1,1620,780,300,0,0,"42_1_46_0"
1,1,780,1440,0,0,0,"46_0_46_1"
1,1,1440,960,660,0,1,"46_1_46_0"
1,1,960,1440,0,0,1,"46_0_46_1"
1,1,1440,2700,300,0,1,"46_1_160_0"
1,1,2700,2400,240,0,1,"160_0_160_1"
1,1,2400,1500,360,0,0,"160_1_5_0"
1,1,1500,1860,0,0,0,"5_0_5_1"
1,1,2220,1500,360,0,0,"160_1_5_0"
1,1,1500,1800,0,0,0,"5_0_5_1"
1,1,1800,1500,600,0,0,"5_1_13_1"
1,1,2220,2280,600,0,0,"15_1_15_0"
1,1,2280,3120,420,0,1,"15_0_160_0"
1,1,3120,2520,240,0,1,"160_0_160_1"
1,1,2520,1860,780,0,1,"160_1_43_1"
1,1,1860,1860,360,0,0,"43_1_41_1"
1,1,1860,780,300,0,0,"41_1_49_0"
1,1,780,1200,0,0,0,"49_0_49_1"
1,1,1200,900,840,0,0,"49_1_31_0"
1,1,900,840,120,0,0,"31_0_31_1"
1,1,840,1740,360,0,0,"31_1_41_1"
1,1,2220,1680,600,0,0,"160_1_15_1"
1,1,1680,2400,840,0,0,"15_1_21_0"
1,1,1680,1800,840,0,1,"180_0_180_1"
1,1,1800,1860,480,0,1,"180_1_13_0"
1,1,1860,1860,420,0,1,"13_0_47_0"
1,1,2160,1200,660,0,0,"4_0_417_0"
1,1,1200,1740,0,1,0,"417_0_417_1"
1,1,1740,1320,540,1,0,"417_1_417_0"
1,1,1320,1980,0,1,0,"417_0_417_1"
1,1,2820,1380,660,1,0,"21_1_417_0"
1,1,1380,1920,0,1,0,"417_0_417_1"
1,1,1860,1380,420,1,0,"3_1_417_0"
1,1,1380,1920,0,1,0,"417_0_417_1"
1,1,2100,1560,720,0,0,"421_1_428_0"
1,1,1560,1560,480,1,0,"428_0_428_1"
1,1,2460,2460,60,1,0,"421_0_421_1"
1,1,1920,1560,0,1,0,"76_0_76_1"
1,1,1560,1800,420,0,0,"76_1_1_0"
1,1,1800,1800,0,0,0,"1_0_1_1"
1,1,1260,2160,480,0,1,"607_0_501_0"
1,1,1860,2160,420,0,1,"13_1_15_0"
1,1,1560,1620,540,1,0,"38_0_42_0"
1,1,2460,2460,600,0,1,"199_0_98_1"
1,1,2460,2220,480,0,1,"98_1_9_0"
1,1,1800,1800,0,0,1,"640_0_640_0"
1,1,2820,2400,840,0,1,"650_0_442_0"
1,1,1440,1440,0,0,1,"693_0_693_0"
1,1,1560,1800,420,0,0,"410_1_76_0"
0,1,1800,1620,0,1,0,"76_0_76_1"
1,0,1620,1620,420,1,0,"76_1_1_0"
1,1,1620,1980,0,1,0,"1_0_1_1"
1,1,1980,3060,480,1,0,"1_1_21_0"
1,1,3060,2760,120,1,0,"21_0_21_1"
1,1,1800,1800,0,0,0,"1_0_1_1"
1,1,1800,540,540,0,0,"1_1_84_0"
1,1,540,2820,0,0,0,"84_0_84_1"
0,1,1920,1560,0,0,0,"76_0_76_1"
1,0,1560,1860,420,0,0,"76_1_1_0"
1,1,1860,1800,0,0,0,"1_0_1_1"
1,1,1860,1860,480,1,0,"73_1_1_0"
1,1,1860,2040,0,1,0,"1_0_1_1"
1,1,1680,1980,120,0,0,"32_0_32_1"
1,1,1980,3900,600,0,0,"32_1_4_0"
1,1,3900,2340,420,0,1,"4_0_1_0"
1,1,2340,1800,0,0,1,"1_0_1_1"
1,1,1800,2280,480,0,1,"1_1_25_0"
1,1,1980,1440,120,0,1,"85_0_185_1"
1,1,1440,1860,540,0,1,"185_1_16_0"
1,1,1680,1800,480,0,1,"428_1_54_0"
0,1,1800,1800,300,0,1,"54_0_54_1"
1,0,1800,2100,420,0,1,"54_1_1_0"
1,1,2100,1620,0,0,1,"1_0_1_1"
1,1,1920,2040,780,0,0,"417_1_1_0"
0,1,2040,1800,0,0,1,"1_0_1_1"
1,0,1800,2100,660,0,1,"1_1_1_0"
1,1,2160,1500,600,0,0,"20_1_428_0"
1,1,1500,1500,120,1,0,"428_0_428_1"
1,1,1500,540,660,1,0,"428_1_84_0"
1,1,540,2820,0,1,0,"84_0_84_1"
1,1,1320,1860,0,1,0,"3_0_3_1"
1,1,1860,1260,420,1,0,"3_1_3_0"
1,1,1260,1800,0,0,0,"3_0_3_1"
1,1,1800,1260,540,0,0,"3_1_3_0"
1,1,1260,1800,0,0,0,"3_0_3_1"
1,1,1800,1260,540,0,0,"3_1_3_0"
1,1,1260,1800,0,0,0,"3_0_3_1"
1,1,1800,1260,540,0,0,"3_1_3_0"
1,1,1260,1800,0,0,0,"3_0_3_1"
1,1,1800,1260,540,0,0,"3_1_3_0"
1,1,1260,1800,0,0,0,"3_0_3_1"
1,1,1800,1260,540,0,0,"3_1_3_0"
0,1,1260,1800,0,0,0,"3_0_3_1"
1,0,1800,2040,540,0,0,"3_1_1_0"
1,1,2040,1920,0,0,0,"1_0_1_1"
1,1,1920,3780,420,0,1,"1_1_8_0"
1,1,1860,1260,420,1,0,"180_1_3_0"
0,1,1260,1920,0,1,0,"3_0_3_1"
1,1,1920,2160,660,1,0,"76_1_15_0"
1,1,2160,2340,480,1,0,"15_0_15_1"
1,1,2340,1680,360,1,0,"15_1_23_0"
1,1,1680,1860,120,0,0,"23_0_23_1"
1,1,1860,1260,600,0,0,"23_1_3_0"
1,1,1260,1800,0,0,0,"3_0_3_1"
1,1,1800,1260,540,0,0,"3_1_3_0"
1,1,1260,1800,0,0,0,"3_0_3_1"
1,1,1800,1260,540,0,0,"3_1_3_0"
1,1,1260,1800,0,0,0,"3_0_3_1"
1,1,1800,1260,540,0,0,"3_1_3_0"
1,1,1260,1800,0,0,0,"3_0_3_1"
1,1,1800,1800,360,0,0,"3_1_54_0"
1,1,1800,1920,480,0,0,"54_0_54_1"
1,1,1920,1920,420,0,0,"54_1_82_0"
0,1,1920,720,0,0,1,"82_0_82_1"
1,0,720,1920,420,0,1,"82_1_82_0"
1,1,1920,1920,0,0,1,"82_0_82_0"
0,1,1920,720,0,0,1,"82_0_82_1"
1,0,720,1740,480,0,1,"82_1_54_0"
1,1,1740,1740,0,0,1,"54_0_54_0"
1,1,1740,1680,300,0,1,"54_0_54_1"
1,1,1260,3420,0,0,1,"99_0_99_1"
0,1,3420,1500,420,0,1,"99_1_3_0"
0,0,1500,1740,0,0,1,"3_0_3_1"
1,0,1740,1920,420,0,1,"3_1_1_0"
1,1,1920,1620,0,0,0,"1_0_1_1"
1,1,1620,1680,420,0,0,"1_1_6_0"
1,1,1680,1620,360,0,0,"6_0_47_0"
1,1,1620,1560,300,0,0,"47_0_47_1"
1,1,1560,1620,300,0,0,"47_1_6_1"
1,1,1620,1200,540,0,0,"6_1_3_0"
1,1,1200,1620,0,0,0,"3_0_3_1"
1,1,1620,1200,780,0,0,"3_1_3_0"
1,1,1200,1620,0,0,0,"3_0_3_1"
1,1,1620,1200,780,0,0,"3_1_3_0"
1,1,1200,1620,0,0,0,"3_0_3_1"
1,1,1620,1380,720,0,0,"3_1_54_0"
1,1,1380,1560,480,0,0,"54_0_54_1"
1,1,1560,1320,300,0,0,"13_0_30_1"
1,1,1320,1380,480,1,0,"30_1_30_1"
1,1,1380,1680,360,1,0,"30_1_38_1"
0,1,1920,3840,420,1,0,"410_1_4_1"
1,1,1680,1620,300,0,0,"47_0_47_1"
1,1,1620,780,480,0,0,"47_1_49_0"
1,1,780,1320,0,0,0,"49_0_49_1"
1,1,1320,1500,480,0,0,"49_1_42_0"
1,1,1500,1620,360,0,0,"42_0_42_1"
1,1,1620,960,300,0,0,"42_1_31_0"
1,1,960,900,120,0,1,"31_0_31_1"
1,1,900,1740,300,0,1,"31_1_38_1"
1,1,1440,1920,420,0,1,"185_1_85_0"
0,1,1920,1440,120,0,1,"85_0_185_1"
1,0,1440,3960,540,0,1,"185_1_4_1"
1,1,3960,3360,420,0,1,"4_1_4_0"
1,1,2940,2520,600,0,0,"84_1_128_0"
1,1,2520,2460,300,0,1,"128_0_128_1"
1,1,2460,540,420,0,1,"128_1_84_0"
0,1,540,2880,0,0,1,"84_0_84_1"
1,0,2880,1320,420,0,1,"84_1_3_0"
1,1,1320,1320,0,0,1,"3_0_3_0"
1,1,1320,1680,0,0,1,"3_0_3_1"
1,1,1680,1200,420,0,0,"3_1_3_0"
0,1,1200,1620,0,0,0,"3_0_3_1"
1,1,3420,3240,840,0,0,"4_1_4_0"
1,1,3240,1740,480,0,0,"4_0_73_0"
1,1,1740,1500,120,0,0,"73_0_73_1"
1,1,2700,2340,780,0,0,"421_0_421_1"
1,1,2340,1440,420,0,1,"421_1_410_0"
0,1,1440,1740,0,0,1,"410_0_410_1"
0,0,1740,3960,480,0,1,"410_1_4_1"
1,1,3360,2220,360,0,0,"4_0_28_0"
1,1,2220,1980,780,0,0,"28_0_28_1"
1,1,4260,2160,780,0,1,"4_1_14_1"
1,1,2160,3600,540,0,1,"14_1_4_1"
1,1,3600,3360,480,0,1,"4_1_4_0"
1,1,3360,1860,660,0,0,"4_0_15_0"
1,1,1860,1800,540,0,0,"15_0_15_1"
1,1,1800,1380,300,0,0,"15_1_80_0"
1,1,1380,1440,0,0,0,"80_0_80_1"
1,1,1440,1380,780,0,0,"80_1_80_0"
1,1,1380,1440,0,0,0,"80_0_80_1"
1,1,1440,1380,780,0,0,"80_1_80_0"
1,1,1620,540,420,1,0,"71_1_84_0"
1,1,540,2700,0,1,0,"84_0_84_1"
1,1,2700,3420,360,0,0,"84_1_8_0"
1,1,3420,3240,300,0,0,"8_0_8_1"
1,1,3240,1620,480,0,0,"8_1_13_0"
1,1,1620,1620,300,0,0,"13_0_5_0"
1,1,1620,1980,0,0,0,"5_0_5_1"
1,1,1920,1620,780,0,0,"43_1_5_0"
1,1,1620,1980,0,0,0,"5_0_5_1"
1,1,1980,1980,660,0,0,"5_1_43_1"
1,1,1980,1980,480,0,1,"43_1_43_1"
1,1,1980,1860,300,0,1,"43_1_5_0"
1,1,1860,2100,0,0,1,"5_0_5_1"
1,1,2100,1860,480,0,1,"5_1_6_1"
1,1,1860,900,540,0,1,"6_1_74_0"
1,1,900,1680,0,0,0,"74_0_74_1"
1,1,900,1560,0,0,0,"74_0_74_1"
1,1,1380,1440,0,0,0,"80_0_80_1"
1,1,1440,840,480,0,0,"80_1_74_0"
1,1,840,1560,0,0,0,"74_0_74_1"
1,1,840,1560,0,0,0,"74_0_74_1"
1,1,1560,1500,300,0,0,"74_1_73_0"
1,1,1500,1440,120,0,0,"73_0_73_1"
1,1,1320,1320,0,0,1,"78_0_78_1"
1,1,1320,2040,480,0,1,"78_1_1_0"
1,1,2040,2040,0,0,1,"1_0_1_0"
1,1,2040,1800,0,0,1,"1_0_1_1"
1,1,1800,1920,600,0,1,"1_1_1_0"
1,1,1740,1860,0,0,0,"5_0_5_1"
1,1,1740,1500,780,0,0,"43_1_5_0"
1,1,1500,1860,0,0,0,"5_0_5_1"
1,1,1740,1860,480,0,0,"6_0_6_1"
1,1,1860,1920,720,0,0,"6_1_76_0"
1,1,1920,1560,0,0,0,"76_0_76_1"
1,1,1560,1740,300,0,0,"76_1_73_0"
1,1,1740,1740,120,0,0,"73_0_73_1"
1,1,1740,2040,300,0,0,"73_1_6_0"
1,1,2040,2040,300,0,0,"6_0_6_1"
1,1,2040,2640,420,0,0,"6_1_14_0"
1,1,1920,1980,780,0,1,"38_0_6_1"
1,1,1680,1740,300,0,0,"13_0_13_1"
1,1,1740,2040,420,0,0,"13_1_6_0"
1,1,2040,2100,360,0,1,"6_0_6_1"
1,1,2100,2280,420,0,1,"6_1_29_0"
1,1,2280,1740,0,0,1,"29_0_29_1"
1,1,1740,540,780,0,1,"29_1_84_0"
0,1,540,2760,0,0,1,"84_0_84_1"
1,1,3060,2820,720,0,0,"8_0_8_1"
1,1,2820,3480,600,0,0,"8_1_8_0"
1,1,1500,3060,420,0,0,"71_1_8_0"
